master_id,final_split,fold,file_name,orig_split,orig_image_id,source_group,source_name,md5,sha256,width,height,annotation_count,is_negative,class_names,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
296,train,5,000296.jpg,train,102,-2024-04-08-181009_png.jpg,-2024-04-08-181009_png.jpg,646e56fd3b222a5fc54f1a93088da123,1416d2bc16fde505fc4e76779e4e31daecffbb7545b66eb02106b8c180781c36,393,242,5,False,T-beam,0,5,0,0,0
297,valid,2,000297.jpg,train,399,118217de-aefa-4733-bd3b-a3e7eeaa1144.jpg,118217de-aefa-4733-bd3b-a3e7eeaa1144.jpg,647e899ef7037ec66c91dc632f616205,c77c067b5d2dbf4b6a65cd348cc111f865137071e90a28dee2211277c9b8b907,540,960,154,False,HI-Beam,0,0,154,0,0
298,valid,2,000298.jpg,train,221,-2024-04-08-181324_png.jpg,-2024-04-08-181324_png.jpg,64945de04cf8a154ef560025a2815849,eebde87a0a4e60a6a6eb1b486896609edd607477b30ccc42dd833d601731acea,424,280,5,False,T-beam,0,5,0,0,0
299,train,4,000299.jpg,train,571,-2024-04-08-181409.png,-2024-04-08-181409.png,650ff7c1d28837cfc1abf8435d740162,1b8acffb2bafef5cd7e2d360723419636bd819ce223e468032d6432e28338ef9,391,227,5,False,T-beam,0,5,0,0,0
300,train,0,000300.jpg,train,485,f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg,f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg,6519cfec5a5c53900ff2131a8c1c06dd,027fc14fb1c9cabd32e40fd3b45afafc0a096649c4004c531dee3e9fff1395f7,810,1080,188,False,HI-Beam,0,0,188,0,0
301,train,1,000301.jpg,valid,69,000045.jpg,000045.jpg,654f61c160947d9fe61339f95d3f72c6,6ab4512726c40cb846abe7711cd2653bf9fa1345109d03fed33cc78a3931e570,360,360,1,False,HI-Beam,0,0,1,0,0
302,train,5,000302.jpg,test,5,-2024-04-09-190744_png_jpg,-2024-04-09-190744_png_jpg,659770961d980a020b51f088908183ec,96e4f313618f79ce3281eee5fa0ebb0214c9b52ad236f66b7efd47bf0392a3bf,640,640,6,False,T-beam,0,6,0,0,0
303,train,7,000303.jpg,train,331,0f4060d50c39f101b100626f93d1f04_png.jpg,0f4060d50c39f101b100626f93d1f04_png.jpg,65d4db18ad11af3d09069fe6329bc1c7,abf4c0053a82985e7721694f818d0a082d2905005cc7c2ef52ca951f66107e54,404,568,10,False,T-beam,0,10,0,0,0
304,train,0,000304.jpg,train,384,923a108f41cc108b080c4fe180deb58.png,923a108f41cc108b080c4fe180deb58.png,66259a23a10e3fda3a63804f1bf3f6f8,b4997b1f5bde812196200fd68b149763a60d6083fda3ebacc2b60f9b48a859ae,566,466,10,False,T-beam,0,10,0,0,0
305,train,9,000305.jpg,train,189,000044.png,000044.png,6680ada7c4eb95183f510e3330faafd2,271686762c9beaa5bc21128b3435e2fdcf6c0124032d476fa623fd30f6fe183b,363,294,1,False,HI-Beam,0,0,1,0,0
306,train,3,000306.jpg,train,360,-2024-04-08-175815_png.jpg,-2024-04-08-175815_png.jpg,66f631ab569c19db26d683ecb1f5de3f,4e9a0034151cb821e9bd7ed9d690747c81d4ce6764d56e0dab85d7394dc2378b,330,249,4,False,HI-Beam,0,0,4,0,0
307,train,4,000307.jpg,test,18,4aedfa6ec53befe81c754afb6a00c59_png.jpg,4aedfa6ec53befe81c754afb6a00c59_png.jpg,66f9ff3239f067210ea69fedb70210b2,a181a61f18dcca479bbf5df142395dbfbd75db275e59814870be7238beeed395,1012,644,19,False,T-beam,0,19,0,0,0
308,train,3,000308.jpg,train,216,-2024-04-08-181446_png_jpg,-2024-04-08-181446_png_jpg,6719fae41b7731c45fd9e07859dbde94,f26a6d9684637429e1e8724aceb2900196801e966cc125992e2901a0d184b0b5,640,640,5,False,T-beam,0,5,0,0,0
309,train,4,000309.jpg,train,478,WH-K.jpg,WH-K.jpg,67273c67e15a71e9451e2144fb8ebde4,5ce5dd19172ac8b921df41dd73c5f1913b19ea8731f39c7a187d7fadd0b04fbe,960,1280,0,True,,0,0,0,0,0
310,train,4,000310.jpg,train,566,-2024-04-08-181153_png_jpg,-2024-04-08-181153_png_jpg,673c77673b84ccb53efcffa4b625e08a,ee06e72483bb0f6f0be03455a8b9c7b34870e2e5413f30cc3a2c706d05924b1e,640,640,10,False,T-beam,0,10,0,0,0
311,train,0,000311.jpg,train,324,-2024-04-08-180937_png_jpg,-2024-04-08-180937_png_jpg,678d0921e0fcb0e69952f38d78e1fc9c,e9b1de3d33e680717cf347c17864be60a11488f7c0bb08897732d501582e7fde,640,640,11,False,T-beam,0,11,0,0,0
312,valid,2,000312.jpg,train,594,-2024-04-08-181729_png,-2024-04-08-181729_png,67ae95ddfe47952f05cef8fd3d0562eb,4f16551de17dd305ee3bbf65f9b76ddab70278a14b88a69c162573374f2be8dd,640,640,4,False,T-beam,0,4,0,0,0
313,train,4,000313.jpg,train,250,I-beam-price18.jpg,I-beam-price18.jpg,67bbfb908ea85be87b9fdab0d41bd102,486724bdfd712332940bdf0b1edc76831c146c3b6c186d14d22353774935fe91,162,91,6,False,HI-Beam,0,0,6,0,0
314,train,3,000314.jpg,valid,47,7d2b6e9a3a463279150b7312f8b3ec6_png_jpg,7d2b6e9a3a463279150b7312f8b3ec6_png_jpg,67cbbd14be9462c41415fa61affa6b86,4f5524f46d22f4c5a21a9a8be7ee83de371dfc77b910bebf053e2dec8f28830b,640,640,10,False,T-beam,0,10,0,0,0
315,train,9,000315.jpg,valid,56,05dfrr2l_png.jpg,05dfrr2l_png.jpg,67d1908f36abd12f5097dc3660e2e710,2356893d5da291c09edaafca7b5410e41da0fe78ff0003aedad63a29c048ddc3,328,458,23,False,HI-Beam,0,0,23,0,0
316,test,6,000316.jpg,train,541,-2024-04-10-133606_png.jpg,-2024-04-10-133606_png.jpg,67f66aa40abb9d92b53a2fce20ebd75d,779b3c8d1585ae2cdd33f16aa330d1c60b2a81fd946de24a9f79c9d3fac0d349,247,180,3,False,T-beam,0,3,0,0,0
317,train,7,000317.jpg,train,110,a542eea0-3457-48fb-b251-a2de8b20507b.jpg,a542eea0-3457-48fb-b251-a2de8b20507b.jpg,684a4f437e8290f09529b78686911a42,2627d36ee64f8276343b59ab3c407a992df411ad736109bce2b2171c6a3332a9,574,1020,33,False,HI-Beam,0,0,33,0,0
318,train,3,000318.jpg,valid,14,-2024-04-08-181324_png_jpg,-2024-04-08-181324_png_jpg,695b8f08f5f7731d7deb35e9e9318a93,a6cdf4db4a0328ff04a21f0c850040970f5952596597d42b5fe72cf0cefe3d33,640,640,5,False,T-beam,0,5,0,0,0
319,train,4,000319.jpg,train,370,-2024-04-08-181153_png_jpg,-2024-04-08-181153_png_jpg,697bdec2b74e02a6778b840fda4927b7,8792bc95a9d4f445a65bf16f6a8b7640a0b58cb56f193201a1fe0aae536a714e,640,640,10,False,T-beam,0,10,0,0,0
320,train,8,000320.jpg,train,515,-2024-04-08-181235.png,-2024-04-08-181235.png,69b5bf8f599639f45e0b9b009a6029e3,55155010774d8a8d93df2713946395c2bcae39401f8881925931a56113f830f2,262,176,5,False,T-beam,0,5,0,0,0
321,test,6,000321.jpg,train,131,c8902ef8e99e0a92d38e98ccb831d94_png_jpg,c8902ef8e99e0a92d38e98ccb831d94_png_jpg,69cad98029aa095c3b10eee4ead0350f,3272773e20a4e06a7281d84420c8155ae4ebe9ab0eec1495c0d9d4b301390ea1,640,640,10,False,T-beam,0,10,0,0,0
322,train,7,000322.jpg,train,127,-_20230924182509_png_jpg,-_20230924182509_png_jpg,6a0d38e9e2fb96f1468edae7e96341cd,f7b9a8d8b74cb36701f2f6dde22c2913646fb71a3e830420613b019457555967,640,640,5,False,T-beam,0,5,0,0,0
323,valid,2,000323.jpg,train,113,-_20230708190618.png,-_20230708190618.png,6a79705d599334402835276209cadad9,1c7c650b838f3fe6e04c008858a6fea2742aae22a5042fc105a9a04068c85da3,595,502,4,False,T-beam,0,4,0,0,0
324,train,5,000324.jpg,valid,18,d01bdd40-12.jpg,d01bdd40-12.jpg,6a7d65c7fce16cb0cf59e3d087bcec94,9d5f98abb3a5c04e91ae389fcf942f20d76fad831f64b5c3418fa22d9189fc3e,416,416,9,False,Angle Bar,0,0,0,9,0
325,train,3,000325.jpg,train,218,16c3ab3b-13.jpg,16c3ab3b-13.jpg,6a7ee6e15f9701abadd30d72a009652d,1f6da4a4817e539da387cbcef0b459997efd57faebaff65b5472033670628040,416,416,24,False,Angle Bar,0,0,0,24,0
326,test,6,000326.jpg,valid,2,-_20230924182432.png,-_20230924182432.png,6a934168112a06d8e6aec1827d83d461,3b2607c14864417026e03bbf1a0c609b93f4b333c3446d8c59fc58fe7e21ff81,1278,732,5,False,HI-Beam,0,0,5,0,0
327,valid,2,000327.jpg,test,35,WHSE-M.jpg,WHSE-M.jpg,6b1917eafe723dbde9683d4ce01d69b6,b8cd635b3d2c596bf14aa6e4158332f282bbac6c92d11f2ff3f7f9278025c9d2,1280,960,0,True,,0,0,0,0,0
328,valid,2,000328.jpg,train,474,-2024-04-08-180955_png_jpg,-2024-04-08-180955_png_jpg,6b43413994c8d0778c238e88fed75a99,a841e86ca0c0f8cfa084a5aad734b3884b72c8a41ce0bb782da84a2b8158ce75,640,640,10,False,T-beam,0,10,0,0,0
329,train,9,000329.jpg,test,46,63425d5759c4599a8fe3dca4673630a_png_jpg,63425d5759c4599a8fe3dca4673630a_png_jpg,6b9a09037d4579fd980a780323925064,1b7c005085f14d91b6a579952dab4f702d3163707bdf076c4dfb10492e6ad8f1,640,640,21,False,T-beam,0,21,0,0,0
330,test,6,000330.jpg,train,111,ddf31c9f68566960fe78a1d6bd88ecb.png,ddf31c9f68566960fe78a1d6bd88ecb.png,6bf403780aec9b119ffc32344ddbdd69,d47ef6d610d02255c54113d92377c853e76174f833ca01cbd13a3518d2543c35,864,620,4,False,T-beam,0,4,0,0,0
331,test,6,000331.jpg,train,305,-2024-04-08-181800_png.jpg,-2024-04-08-181800_png.jpg,6c00a3aceeae8a2814ecb075b089fee6,89e948fa22600ce2f7438c22a9f7e237f397fbff748ec305c5bf5ea7c3351c78,312,148,9,False,T-beam,0,9,0,0,0
332,train,5,000332.jpg,train,45,PHOTO-2024-10-10-14-22-00.jpg,PHOTO-2024-10-10-14-22-00.jpg,6c8d9ce30f71b14a59290e8ef8fade80,6d26ef504714c633839e62a0c58cc212b85195335571edcf9fe947f1340769f8,540,960,45,False,HI-Beam,0,0,45,0,0
333,train,5,000333.jpg,train,231,Besi-T-Beam_jpg,Besi-T-Beam_jpg,6cabb070ca13e6110f55d9a9bbd83806,7a3c038607c099933bd21f4bd820ba20636e3156cf79ddbbd1e48f26d0bcba8f,640,640,19,False,T-beam,0,19,0,0,0
334,train,7,000334.jpg,test,12,-2024-04-08-181752_png_jpg,-2024-04-08-181752_png_jpg,6d01eabd2ca0802d2dc0cdf7eff307d6,18dbe07c6b34366d6d6438a8e052b724e2afe800161e7ce31c31496b49cb6832,640,640,5,False,T-beam,0,5,0,0,0
335,valid,2,000335.jpg,train,533,-2024-04-09-190700.png,-2024-04-09-190700.png,6d6d00999dc4068d15b0050734a5d6f4,7876bb5341279993b197831243970324089d2eec89feddb95b4639571ec08665,358,178,5,False,T-beam,0,5,0,0,0
336,train,0,000336.jpg,test,74,-2024-04-08-181342.png,-2024-04-08-181342.png,6dd91397fb42705b229df72e8e110f77,dd569a4e855cef6b41fa426428e65b58a6e3e7af65572c61d867326a0f17b0b9,394,198,5,False,T-beam,0,5,0,0,0
337,train,8,000337.jpg,train,262,-2024-04-08-181441_png.jpg,-2024-04-08-181441_png.jpg,6e152c7cd1b0697c31318a9175ab66df,22169a590b04b69d68cb22237d9559b2c6b33453c5ebaab4bd51836ba94a66e4,416,215,5,False,T-beam,0,5,0,0,0
338,train,3,000338.jpg,train,241,-2024-04-08-181430.png,-2024-04-08-181430.png,6e791b2b8a78e3946074213eb22c4b32,b0440f0bcce7a574eddf6339a62e326962db94639a4932bf259e85b129c5a03b,410,248,5,False,T-beam,0,5,0,0,0
339,train,4,000339.jpg,train,570,-2024-04-08-181302_png_jpg,-2024-04-08-181302_png_jpg,6ea192a9a042dc69383179aca572825c,557acb057d88ede72024b58e6f401f76891ae4a09b8fd74a1ee2098f5386a0a0,640,640,4,False,T-beam,0,4,0,0,0
340,train,1,000340.jpg,train,77,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,6ea19bb5789358298700385482ab87e7,5fc44f9e8d379dd7488fd90ac1994a45aa2b57edc99ecebf3f96d189ee4398f9,640,640,10,False,T-beam,0,10,0,0,0
341,train,1,000341.jpg,train,266,-2024-04-08-181514_png_jpg,-2024-04-08-181514_png_jpg,6ebb9fe02c27073e567389ff3d796002,0b485f404f3ed1e6dc4f00bf005c96b90b5737d04fa06479829edb1cb47346e1,640,640,5,False,T-beam,0,5,0,0,0
342,valid,2,000342.jpg,train,550,-2024-04-10-132159_png_jpg,-2024-04-10-132159_png_jpg,6f0955f03c95b2ac8b1de72eac5b279f,a62e0d5d9a5baf280d164250aaedf3216eb0df89d48e595f8b45cc4e265a7993,640,640,9,False,T-beam,0,9,0,0,0
343,train,7,000343.jpg,train,336,-2024-04-08-181825_png_jpg,-2024-04-08-181825_png_jpg,7010a25d65781d2cba1989471522fb95,c0b6e9ae7f5de78664e2479291fdb59f1f10b37aecb21858056fff3573fdf719,640,640,4,False,T-beam,0,4,0,0,0
344,train,4,000344.jpg,valid,73,-_20230705013609.png,-_20230705013609.png,705c54fe6882dfef843fdb13975b6684,4effbc4bdf328e47ad8786b496da5babf552391f7f6e83c44e2cb0b7255cc16a,392,278,3,False,T-beam,0,3,0,0,0
345,train,7,000345.jpg,train,553,-2024-04-08-180157_png.jpg,-2024-04-08-180157_png.jpg,706ae697b5abe1d940a3eaae3e5cbce6,2f4c6e3026c5ed6028394c930b57fc05a9cab36257c1b98506fa1633316a2f83,297,325,3,False,HI-Beam,0,0,3,0,0
346,train,7,000346.jpg,train,193,55f2e3dcaca58008c38d3de88bfed5a_png,55f2e3dcaca58008c38d3de88bfed5a_png,70e026e1a9c0f9465e3198a511d9eefa,924f98648c89badccea56ae0f8ed503f3bcb5e8d7de50c177df6a5e9a0d00e4a,640,640,20,False,T-beam,0,20,0,0,0
347,train,0,000347.jpg,train,152,-_20230924182500_png.jpg,-_20230924182500_png.jpg,71d5d8dd12e9cf14496fb4111848cd12,19763ec9b3a051d2b420b6fe1a34074333c62329d78be1f1cdf6ed750e8e62b0,1095,727,9,False,HI-Beam,0,0,9,0,0
348,train,5,000348.jpg,train,47,13ee5b15fa3a156bb16bb7383011af0.png,13ee5b15fa3a156bb16bb7383011af0.png,71d9281c783ec15f4ce010a8630c5917,4c70bea73c928fce0b377c1df61f45d4b0b53ec1c3062c3b37c2a47c28c1f702,718,416,3,False,HI-Beam,0,0,3,0,0
349,train,7,000349.jpg,train,512,-2024-04-08-181453_png_jpg,-2024-04-08-181453_png_jpg,71e381b6cbd41d1678f721c73a2cef0d,a5b0fd2b8806304048e92cb091da8293bc607102a8e70ab88ac4362b7dcae0ea,640,640,5,False,T-beam,0,5,0,0,0
350,train,3,000350.jpg,train,397,img_121.jpg,img_121.jpg,72622b610de71616986a9b0c750dac0b,93a5ebe2e6ebf5aef7cad8de4ed45851eb76f647ade81d87d9cbf5ef2a1c27c9,600,445,4,False,HI-Beam,0,0,4,0,0
351,train,3,000351.jpg,train,542,-2024-04-08-181047.png,-2024-04-08-181047.png,728ff8bbbc6f7a0d55f2976ef7175b12,960719a03be353e7944b65ea37cc263a6566d0c88dc5e44e0a198cefc62fba69,465,503,5,False,T-beam,0,5,0,0,0
352,train,5,000352.jpg,test,4,fe395024-27.jpg,fe395024-27.jpg,72a0553d0ba3df1e043e777c501f2619,914a510f8b7e5decb7e280b0355ed457de5fe3aff7f0cd1ccccb11c214bd9074,416,416,36,False,Angle Bar,0,0,0,36,0
353,train,3,000353.jpg,train,548,-2024-04-10-133630_png_jpg,-2024-04-10-133630_png_jpg,72a686a7efbe9ec7e1ca6016fbf78db7,9d2cbc38d4a99b4655ff99486ef151c3d7404f92fff4d9ba3a0fbc299d1fd851,640,640,6,False,T-beam,0,6,0,0,0
354,train,7,000354.jpg,train,376,-_20230924182509_png_jpg,-_20230924182509_png_jpg,72cfcbdaea4047bb2b798a9063abdfca,faec4336e5fb55f24642a3e6a0ab2031ccf174699876fb6744338bff85496e3f,640,640,5,False,T-beam,0,5,0,0,0
355,train,3,000355.jpg,train,299,-_20230924182506_png_jpg,-_20230924182506_png_jpg,7326f98dcfd40e0c3d4778b2a5fc3c5a,e9ed0203541ccfe78c72d4e80b2c2b591091fa7f4098b66364e897a81ba09594,640,640,5,False,T-beam,0,5,0,0,0
356,train,0,000356.jpg,valid,1,Harga-Besi-T-Beam.jpg,Harga-Besi-T-Beam.jpg,738b0984d6550b855ad49ae65f197811,fae58c70a0b5faaffbc0db21eb2987c2a596c351051394fe131476d2968c79ac,639,456,10,False,T-beam,0,10,0,0,0
357,train,9,000357.jpg,train,12,l1wafxgc_png.jpg,l1wafxgc_png.jpg,73bfb761e7c8ef45731d8887c281f54a,764a195d729d16e9426d15669b1d0fefea371ad0710ab6ea88e4e66374661923,286,286,3,False,HI-Beam,0,0,3,0,0
358,train,8,000358.jpg,train,301,-2024-04-08-181001.png,-2024-04-08-181001.png,73c91a257c2e498cb551211d7de68243,95947b732e7d540a510dbfccd5f8308502f2cf8c490365e2f79c38139aa8b2fd,296,322,10,False,T-beam,0,10,0,0,0
359,train,1,000359.jpg,train,330,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,740055e793f56065242bbd34fff86459,f9d25e43adc30e5d9961f42f72e9270869400db3cd711d4de74244075a0be14e,640,640,20,False,T-beam,0,20,0,0,0
360,train,4,000360.jpg,train,38,images-1-.jpg,images-1-.jpg,74d5e6138fa6ec679c5b5fa8e3c752bf,c366d31007b86cc0b95fbdaa5fdda5b6f861d56156d0d95272b7f5752436c78d,225,225,3,False,T-beam,0,3,0,0,0
361,train,0,000361.jpg,train,213,2b13b33baf8efae5a7c98d265a29d9b.png,2b13b33baf8efae5a7c98d265a29d9b.png,750cead910ef646adb31ac034ab49069,7fc67ff0c463888a54c5897a6e340ee13d101812fe07b981da6d9ea2c9366553,797,784,10,False,T-beam,0,10,0,0,0
362,train,4,000362.jpg,test,34,-2024-04-08-180136_png.jpg,-2024-04-08-180136_png.jpg,76503c7857f9d4b9edffb71b5a52eb4a,de2ddafbdd87fe0a9f2689a84b843cb108267546dee7a404df23d572bf5887c1,367,318,2,False,HI-Beam,0,0,2,0,0
363,train,1,000363.jpg,valid,13,-2024-04-08-181056_png_jpg,-2024-04-08-181056_png_jpg,7694f0261949e6329ab5788262a8624e,e0c414657530dfc934c7f32fc7f3f7e2eecd8979614f4f8e27119928e8744de2,640,640,2,False,T-beam,0,2,0,0,0
364,train,7,000364.jpg,train,223,-2024-04-08-181435_png.jpg,-2024-04-08-181435_png.jpg,76d790c857d7f7c119457db0e961bcf3,084ddbb92e901853500b65335cd70db6ddbd941d03ff5f6e3332fda93751fea2,425,218,5,False,T-beam,0,5,0,0,0
365,valid,2,000365.jpg,train,519,-2024-04-08-181520_png.jpg,-2024-04-08-181520_png.jpg,77d630b395bb57eba5199d6daada74ee,b031bd3507dbee0e6acf69736c2247129307f82f22f48023e1e873d83120ccb7,347,292,5,False,T-beam,0,5,0,0,0
366,train,5,000366.jpg,train,220,65867ef9-762d-4a64-afe5-739d073e49da.jpg,65867ef9-762d-4a64-afe5-739d073e49da.jpg,77fe20decf6df8fc1d11b8de64da347e,c0ffe6b29d579c2ed1eff946aeccb8ff72b5f94f366b8c14e7a2241191653b9f,1080,486,658,False,Channel,658,0,0,0,0
367,train,1,000367.jpg,train,493,-_20230924182503_png_jpg,-_20230924182503_png_jpg,7872bc3302e239dbf0e9587f2f41a9bb,9eb9028e05791feda1a2815d97fabb95d8a5026c6f02ca09b0459a7851a64985,640,640,5,False,T-beam,0,5,0,0,0
368,test,6,000368.jpg,train,279,-2024-04-10-133606_png_jpg,-2024-04-10-133606_png_jpg,789461fc8f73de06737001b6b72b18e0,318f14124e6a9400d09bdd91c9525ee49284ded1a8e45ccfc307d17b075b59ab,640,640,4,False,T-beam,0,4,0,0,0
369,train,5,000369.jpg,train,5,fe395024-27.jpg,fe395024-27.jpg,792eb128ad3da40073040c63f2fcca2f,6fd0fcd5bc82f79bcda0235b2dd8e06ecf6dcef2f7bac6971da154377b484ea9,416,416,27,False,Angle Bar,0,0,0,27,0
370,train,3,000370.jpg,test,25,52a9972f9c6177ed93c9ee9718fb72a_png_jpg,52a9972f9c6177ed93c9ee9718fb72a_png_jpg,795d736d534fa6d0cacba07adf065ea6,35118d4359d7a967135fb5feadae3be22e3fbeb8d2ce6a0d1d9c18c76586177b,640,640,9,False,T-beam,0,9,0,0,0
371,test,6,000371.jpg,train,378,0f4060d50c39f101b100626f93d1f04.png,0f4060d50c39f101b100626f93d1f04.png,7993a100591d2c41fb00b8f0664c6600,12011f0f583e7a6db3c8a6818d9da230138fec025b301f5db2c9820c9cde4af3,404,568,10,False,T-beam,0,10,0,0,0
372,train,5,000372.jpg,train,307,YARD-J-1.jpg,YARD-J-1.jpg,7a8657cc085d96ba4e1594cc3dc35c2d,4f9249aaff6cb653b70bde966a950ccc3e0c46b716d45fac850f8fbd70a57483,960,1280,0,True,,0,0,0,0,0
373,train,9,000373.jpg,train,501,63425d5759c4599a8fe3dca4673630a_png_jpg,63425d5759c4599a8fe3dca4673630a_png_jpg,7b75f773012360c9c29205c94eeac8d2,e23a5e28d29eba523d442efa766f9261397ed13717eed4de8cdac703b17ab31b,640,640,20,False,T-beam,0,20,0,0,0
374,train,7,000374.jpg,train,390,-2024-04-08-181703_png_jpg,-2024-04-08-181703_png_jpg,7bdc0a6b7a30fd1bcf358b0801bf6c34,14b35e1403962cdc7db5ec55c7c602cdce5fa3b6257a8641e3f92e50468dca16,640,640,5,False,T-beam,0,5,0,0,0
375,test,6,000375.jpg,train,551,3b4ae7ba-46e9-4ea2-81c8-863f8907b44c.jpg,3b4ae7ba-46e9-4ea2-81c8-863f8907b44c.jpg,7c61b42a72656a1cc0442967f6cc7163,5cc318d7fbf32a11e35ade0515fa9a208da71f3cd462a718cab0afa39b18d4c0,540,960,80,False,HI-Beam,0,0,80,0,0
376,train,4,000376.jpg,train,84,-2024-04-08-181056_png.jpg,-2024-04-08-181056_png.jpg,7d5e1aaa7d38bf51cbf5716f083e3e83,49792ed162191de1411c1ef0be3e45fd053a8326b42f52d51d56edb0e48f5291,331,215,3,False,T-beam,0,3,0,0,0
377,train,1,000377.jpg,train,6,-2024-04-10-132132_png,-2024-04-10-132132_png,7e919a6bf8b5bc9c5557a4bf522b1f34,250cb4d186f79ce37dd4ca3aaca9866bb7ca3eedbe5cca06359b277886cbc79d,640,640,7,False,T-beam,0,7,0,0,0
378,train,5,000378.jpg,valid,52,417_original_png.jpg,417_original_png.jpg,7eac9c9c15a6c16386e01dc6c9cb8b88,f3d2fbf32730d10b0693bc5a89d0e6e9acd06ef56ba27f086b43e6aa22f01dd8,416,416,15,False,Angle Bar,0,0,0,15,0
379,train,7,000379.jpg,train,10,-2024-04-08-180059_png.jpg,-2024-04-08-180059_png.jpg,7f00400e6eced6347a8eb9e3e5bf108e,ef69e4a2e298ab0de3bfe4c50b7f7ce1b7bf16ea55ef2bc2f6b9a0f9cfede2bb,404,417,3,False,HI-Beam,0,0,3,0,0
380,train,0,000380.jpg,train,63,-2024-04-09-190750_png_jpg,-2024-04-09-190750_png_jpg,7f5a3c71515bdfbd2f821de2c02fc8d9,baf6ae4f4b1ecb4ab98c14c8a9e1cb2d26983f95e4114971f7ad11830d363b26,640,640,5,False,T-beam,0,5,0,0,0
381,valid,2,000381.jpg,train,449,-_20230705013609_png.jpg,-_20230705013609_png.jpg,7f760ec2377133f24fd41451bdb07981,d293ae8f721c374a7dfe7c0e309c279751800bb8724f4d7acb2af8b6183f70a5,392,278,3,False,T-beam,0,3,0,0,0
382,valid,2,000382.jpg,train,292,c00ccebb664def77130f55678b31ed1.png,c00ccebb664def77130f55678b31ed1.png,7f77c162fe94fbc6333008c4df42891a,5e74f2f9766dccb7479001359ff1c21cc68f643ced65b1ff9f9891d174d3f09c,503,303,10,False,T-beam,0,10,0,0,0
383,train,0,000383.jpg,train,251,-_20230820171912_png_jpg,-_20230820171912_png_jpg,7fceab77d271fc65e4056cfc3597e992,2566b44ab9ccd496f94c759be6e1f57425c2a192e8312083aba7c8556efc7dad,640,640,21,False,T-beam,0,21,0,0,0
384,train,0,000384.jpg,train,383,WhatsApp-Image-2025-12-18-at-09-27-38.jpeg,WhatsApp-Image-2025-12-18-at-09-27-38.jpeg,7fdf3b10eaaa5cc7c625823d59d898c7,7e88e80cf9527aa72aaeb373cb2bbdc682d7382cd9bccb3ad9b62a89f459e4ea,1280,720,132,False,Channel,132,0,0,0,0
385,train,4,000385.jpg,train,205,417_original_png_jpg,417_original_png_jpg,7ffe54cfe45cf8be33c8abcb4620f9b8,9aa655c69351f2140a0d2bc85ecaf4fe539e83cf2437c8a1255dec2d1217654b,640,640,10,False,Angle Bar,0,0,0,10,0
386,train,1,000386.jpg,train,313,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,81de6b90fc80a51de08b5e4427e7af9a,708b3deb5cb588e6741c645322a481030d023e0f1af490a04f57a2bbc1d563cc,640,640,18,False,T-beam,0,18,0,0,0
387,train,0,000387.jpg,train,27,-2024-04-08-181819_png_jpg,-2024-04-08-181819_png_jpg,8240152e560b7d1ba621a7232da8be4e,3901033ecc4b18177124551047f839b0a2ef25b245e30541c24fc0a74210fcdc,640,640,7,False,T-beam,0,7,0,0,0
388,train,8,000388.jpg,train,510,16c3ab3b-13_jpg,16c3ab3b-13_jpg,82441a21b0b645ea952b430b9673b781,a88f184084f642ec4f0857e9fd7fa40d89d5f889e8a9bebfc3d9e74673ea543a,640,640,28,False,Angle Bar,0,0,0,28,0
389,train,7,000389.jpg,train,460,-2024-04-08-181337.png,-2024-04-08-181337.png,836bb5c99b017f54608a2beda9c3d45e,c7c1e65c90f804b06ad6772dff6ae3f2a03a43ebad13e0e2c7e2c155e48c7619,403,259,5,False,T-beam,0,5,0,0,0
390,train,3,000390.jpg,train,13,-2024-04-09-190603_png_jpg,-2024-04-09-190603_png_jpg,83f29184faa5d2d430f0988a284e7826,e648a64d86dae65e48d2eb883ba4f6b35fd00f7148083a5eab899175d5cf16cb,640,640,5,False,T-beam,0,5,0,0,0
391,train,1,000391.jpg,train,429,-_20240404161215_png_jpg,-_20240404161215_png_jpg,845b7c991ce666147a0b02614ea067bf,e114e3595f82411cef91b53fae45eeace1f2f2ac1bfebacf24d5045046ff4267,640,640,2,False,T-beam,0,2,0,0,0
392,train,8,000392.jpg,test,57,-2024-04-08-181616.png,-2024-04-08-181616.png,8475c5428ff5c5caccf7814b38b20dfb,08e6fd196e08af13afdc58599e637e8a77b363bdec376d382910484e4619fb91,441,676,7,False,T-beam,0,7,0,0,0
393,train,4,000393.jpg,valid,54,irii8idx_png.jpg,irii8idx_png.jpg,8502120d6851b1a0e6c8c1c712bd4706,0c6159626aa6a4c4e262900e8791519e1ffff96b8001596584e693e1d87a8fea,136,129,8,False,T-beam,0,8,0,0,0
394,valid,2,000394.jpg,train,557,-_20240404161218.png,-_20240404161218.png,85449b80ce9ac06075ac49dfe35f0ef7,3b55f70782c44ea44af0a3247c56f07fd8a038499ace44c7d9943adf78eaf209,848,461,7,False,T-beam,0,7,0,0,0
